product,brand,start_date,end_date,country,rows,random_seed,nb_reviews,export_timestamp,export_type
BULK_EXPORT_ALL_PRODUCTS,test,,,Tous,100,,150,2025-07-28 10:03:27,BULK_BY_BRAND
BULK_EXPORT_ALL_PRODUCTS,test,,,Tous,100,,150,2025-07-28 10:03:40,BULK_BY_BRAND
BULK_EXPORT_ALL_PRODUCTS,test,,,Tous,100,,150,2025-07-28 10:03:57,BULK_BY_BRAND
BULK_EXPORT_ALL_PRODUCTS,test,,,Tous,100,,150,2025-07-28 10:04:06,BULK_BY_BRAND
BULK_EXPORT_ALL_PRODUCTS,test,,,Tous,100,,150,2025-07-28 10:04:15,BULK_BY_BRAND
BULK_EXPORT_ALL_PRODUCTS,test,,,Tous,100,,150,2025-07-28 10:04:25,BULK_BY_BRAND
BULK_EXPORT_ALL_PRODUCTS,test,,,Tous,100,,150,2025-07-28 10:04:35,BULK_BY_BRAND
